OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,OrderYear,OrderMonth,OrderDayOfWeek,AvgItemPrice,HasCoupon,CartUtilization,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200276,2025-03-29,C99050,Printer,2,600.57,654 Main St,TRK56927089,3,WINTER15,1201.14,2025,3,Saturday,600.57,1,0.6666666666666666,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
ORD200277,2024-09-09,C11210,Chair,5,90.92,910 Main St,TRK44929965,9,SAVE10,454.6,2024,9,Monday,90.92,1,0.5555555555555556,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200278,2024-11-18,C46015,Laptop,5,362.46,299 Main St,TRK46598430,6,FREESHIP,1812.3,2024,11,Monday,362.46,1,0.8333333333333334,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
ORD200279,2023-10-20,C69167,Chair,3,55.01,263 Main St,TRK12425655,7,WINTER15,165.03,2023,10,Friday,55.01,1,0.42857142857142855,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
ORD200280,2023-03-27,C55388,Tablet,3,404.62,740 Main St,TRK75741001,6,FREESHIP,1213.86,2023,3,Monday,404.61999999999995,1,0.5,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
ORD200281,2023-07-27,C87181,Desk,4,654.79,195 Main St,TRK60093390,9,NoCoupon,2619.16,2023,7,Thursday,654.79,0,0.4444444444444444,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ORD200282,2025-04-22,C30411,Printer,4,637.79,375 Main St,TRK71810536,9,FREESHIP,2551.16,2025,4,Tuesday,637.79,1,0.4444444444444444,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
ORD200283,2025-02-28,C39638,Laptop,4,540.33,990 Main St,TRK69745608,6,NoCoupon,2161.32,2025,2,Friday,540.33,0,0.6666666666666666,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
ORD200284,2023-02-16,C27203,Laptop,5,208.17,516 Main St,TRK22023906,6,SAVE10,1040.85,2023,2,Thursday,208.17,1,0.8333333333333334,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
ORD200285,2025-06-10,C67583,Phone,1,338.31,974 Main St,TRK93281700,3,NoCoupon,338.31,2025,6,Tuesday,338.31,0,0.3333333333333333,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
ORD200286,2025-04-07,C70554,Monitor,3,139.45,187 Main St,TRK61086952,8,WINTER15,418.35,2025,4,Monday,139.45000000000002,1,0.375,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
ORD200287,2023-11-24,C70437,Chair,4,655.18,630 Main St,TRK26628830,5,NoCoupon,2620.72,2023,11,Friday,655.18,0,0.8,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200288,2023-03-12,C97643,Laptop,4,512.75,537 Main St,TRK60831391,8,WINTER15,2051.0,2023,3,Sunday,512.75,1,0.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
ORD200289,2023-07-26,C17136,Chair,4,160.49,333 Main St,TRK55362541,8,WINTER15,641.96,2023,7,Wednesday,160.49,1,0.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
ORD200290,2023-05-05,C24901,Chair,3,99.9,258 Main St,TRK14029489,8,FREESHIP,299.7,2023,5,Friday,99.89999999999999,1,0.375,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200291,2024-05-12,C61521,Phone,2,345.01,670 Main St,TRK93676567,6,FREESHIP,690.02,2024,5,Sunday,345.01,1,0.3333333333333333,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
ORD200292,2025-01-15,C39639,Monitor,1,65.95,185 Main St,TRK31042152,5,NoCoupon,65.95,2025,1,Wednesday,65.95,0,0.2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200293,2023-02-16,C33220,Tablet,4,463.04,564 Main St,TRK40450219,9,NoCoupon,1852.16,2023,2,Thursday,463.04,0,0.4444444444444444,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
ORD200294,2025-04-01,C65414,Phone,2,297.71,208 Main St,TRK67562517,7,SAVE10,595.42,2025,4,Tuesday,297.71,1,0.2857142857142857,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
ORD200295,2023-01-25,C49009,Printer,5,107.48,278 Main St,TRK46285799,9,FREESHIP,537.4,2023,1,Wednesday,107.47999999999999,1,0.5555555555555556,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
ORD200296,2024-06-19,C48453,Desk,5,638.8,434 Main St,TRK52110494,10,WINTER15,3194.0,2024,6,Wednesday,638.8,1,0.5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
ORD200297,2023-02-22,C68078,Desk,2,493.88,252 Main St,TRK64862812,7,SAVE10,987.76,2023,2,Wednesday,493.88,1,0.2857142857142857,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200298,2023-12-19,C19402,Printer,4,301.17,267 Main St,TRK97825212,6,NoCoupon,1204.68,2023,12,Tuesday,301.17,0,0.6666666666666666,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ORD200299,2024-01-20,C30711,Monitor,1,278.66,856 Main St,TRK42696593,2,FREESHIP,278.66,2024,1,Saturday,278.66,1,0.5,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
ORD200300,2024-09-02,C39000,Phone,1,287.46,894 Main St,TRK33753945,3,FREESHIP,287.46,2024,9,Monday,287.46,1,0.3333333333333333,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
ORD200301,2023-05-11,C31105,Chair,1,583.99,726 Main St,TRK40149095,2,SAVE10,583.99,2023,5,Thursday,583.99,1,0.5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD200302,2023-05-16,C29432,Chair,3,468.74,121 Main St,TRK44142517,4,FREESHIP,1406.22,2023,5,Tuesday,468.74,1,0.75,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200303,2024-12-07,C48531,Tablet,1,30.54,368 Main St,TRK95462192,1,NoCoupon,30.54,2024,12,Saturday,30.54,0,1.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
ORD200304,2024-10-18,C86762,Monitor,5,408.73,326 Main St,TRK75686292,10,FREESHIP,2043.65,2024,10,Friday,408.73,1,0.5,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
ORD200305,2023-11-25,C63822,Laptop,4,126.89,235 Main St,TRK59353216,9,FREESHIP,507.56,2023,11,Saturday,126.89,1,0.4444444444444444,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200306,2024-06-07,C70495,Printer,2,57.07,238 Main St,TRK65511225,3,SAVE10,114.14,2024,6,Friday,57.07,1,0.6666666666666666,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
ORD200307,2023-07-01,C92407,Laptop,3,557.41,135 Main St,TRK11755610,4,NoCoupon,1672.23,2023,7,Saturday,557.41,0,0.75,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
ORD200308,2023-12-11,C75888,Printer,3,448.9,790 Main St,TRK98467398,7,SAVE10,1346.7,2023,12,Monday,448.90000000000003,1,0.42857142857142855,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
ORD200309,2023-10-03,C63153,Chair,4,549.76,625 Main St,TRK38033305,4,FREESHIP,2199.04,2023,10,Tuesday,549.76,1,1.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
ORD200310,2024-02-24,C85863,Printer,3,132.48,968 Main St,TRK16094218,4,NoCoupon,397.4399999999999,2024,2,Saturday,132.47999999999996,0,0.75,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
ORD200311,2025-05-17,C71698,Desk,5,489.37,274 Main St,TRK34786818,8,NoCoupon,2446.85,2025,5,Saturday,489.37,0,0.625,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
ORD200312,2025-05-24,C35397,Printer,5,66.31,579 Main St,TRK64742535,7,FREESHIP,331.55,2025,5,Saturday,66.31,1,0.7142857142857143,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
ORD200313,2023-07-09,C67687,Chair,2,434.3,978 Main St,TRK22838735,7,SAVE10,868.6,2023,7,Sunday,434.3,1,0.2857142857142857,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
ORD200314,2023-10-04,C29931,Desk,4,153.09,540 Main St,TRK48712417,4,FREESHIP,612.36,2023,10,Wednesday,153.09,1,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
ORD200315,2025-05-12,C59139,Tablet,5,91.67,301 Main St,TRK45507090,9,FREESHIP,458.35,2025,5,Monday,91.67,1,0.5555555555555556,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ORD200316,2023-10-02,C66078,Desk,4,275.28,101 Main St,TRK86474559,9,WINTER15,1101.12,2023,10,Monday,275.28,1,0.4444444444444444,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
ORD200317,2023-04-10,C88370,Monitor,2,139.95,339 Main St,TRK22575151,5,NoCoupon,279.9,2023,4,Monday,139.95,0,0.4,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
ORD200318,2024-07-27,C93375,Chair,3,148.72,317 Main St,TRK95706967,7,SAVE10,446.16,2024,7,Saturday,148.72,1,0.42857142857142855,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
ORD200319,2023-12-02,C53049,Laptop,2,563.06,413 Main St,TRK48974907,6,NoCoupon,1126.12,2023,12,Saturday,563.06,0,0.3333333333333333,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200320,2024-12-19,C55590,Printer,1,625.51,772 Main St,TRK48792951,1,FREESHIP,625.51,2024,12,Thursday,625.51,1,1.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
ORD200321,2023-08-09,C47086,Phone,4,152.29,135 Main St,TRK44194358,6,WINTER15,609.16,2023,8,Wednesday,152.29,1,0.6666666666666666,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
ORD200322,2024-06-14,C48646,Phone,5,231.82,339 Main St,TRK18233748,6,SAVE10,1159.1,2024,6,Friday,231.82,1,0.8333333333333334,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
ORD200323,2025-01-26,C29416,Laptop,1,150.17,414 Main St,TRK63820842,1,SAVE10,150.17,2025,1,Sunday,150.17,1,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
ORD200324,2024-06-13,C13525,Tablet,3,70.93,847 Main St,TRK70193221,5,NoCoupon,212.79,2024,6,Thursday,70.92999999999999,0,0.6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
ORD200325,2023-06-29,C53545,Desk,3,361.39,665 Main St,TRK61123177,8,NoCoupon,1084.17,2023,6,Thursday,361.39000000000004,0,0.375,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
ORD200326,2024-07-01,C65986,Laptop,5,670.48,273 Main St,TRK98353867,5,SAVE10,3330.4075,2024,7,Monday,666.0815,1,1.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
ORD200327,2023-07-25,C17302,Phone,1,359.99,385 Main St,TRK43940016,5,SAVE10,359.99,2023,7,Tuesday,359.99,1,0.2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
ORD200328,2023-02-28,C18404,Tablet,5,674.04,546 Main St,TRK89401624,7,SAVE10,3330.4075,2023,2,Tuesday,666.0815,1,0.7142857142857143,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
ORD200329,2024-12-25,C88371,Chair,4,283.16,306 Main St,TRK63224811,6,NoCoupon,1132.64,2024,12,Wednesday,283.16,0,0.6666666666666666,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
ORD200330,2024-06-02,C38068,Desk,5,260.53,532 Main St,TRK54059198,5,SAVE10,1302.65,2024,6,Sunday,260.53000000000003,1,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD200331,2023-04-15,C78724,Printer,3,422.13,187 Main St,TRK25703134,7,SAVE10,1266.39,2023,4,Saturday,422.13000000000005,1,0.42857142857142855,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
ORD200332,2024-07-03,C26163,Desk,5,125.02,607 Main St,TRK67499316,9,SAVE10,625.1,2024,7,Wednesday,125.02000000000001,1,0.5555555555555556,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
ORD200333,2024-04-16,C87124,Phone,1,198.51,818 Main St,TRK52086740,5,WINTER15,198.51,2024,4,Tuesday,198.51,1,0.2,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200334,2024-03-26,C90348,Chair,4,224.75,728 Main St,TRK20635777,7,WINTER15,899.0,2024,3,Tuesday,224.75,1,0.5714285714285714,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
ORD200335,2025-03-03,C58721,Tablet,3,205.86,978 Main St,TRK34801199,4,NoCoupon,617.58,2025,3,Monday,205.86,0,0.75,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
ORD200336,2023-12-29,C88174,Laptop,1,18.2,441 Main St,TRK10143345,4,SAVE10,18.2,2023,12,Friday,18.2,1,0.25,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
ORD200337,2023-05-29,C77763,Tablet,3,502.77,599 Main St,TRK66980447,8,WINTER15,1508.31,2023,5,Monday,502.77,1,0.375,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
ORD200338,2023-11-08,C53627,Phone,5,305.49,704 Main St,TRK64112352,10,NoCoupon,1527.45,2023,11,Wednesday,305.49,0,0.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
ORD200339,2024-04-10,C84563,Printer,2,236.33,398 Main St,TRK62422797,3,SAVE10,472.66,2024,4,Wednesday,236.33,1,0.6666666666666666,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
ORD200340,2023-04-23,C76207,Laptop,5,521.25,826 Main St,TRK25569378,8,NoCoupon,2606.25,2023,4,Sunday,521.25,0,0.625,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD200341,2024-09-23,C94671,Tablet,1,167.15,293 Main St,TRK61357272,5,WINTER15,167.15,2024,9,Monday,167.15,1,0.2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
ORD200342,2025-06-24,C69994,Monitor,5,466.42,619 Main St,TRK95935805,5,NoCoupon,2332.1,2025,6,Tuesday,466.41999999999996,0,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
ORD200343,2023-02-26,C64638,Printer,1,527.57,919 Main St,TRK64087938,3,FREESHIP,527.57,2023,2,Sunday,527.57,1,0.3333333333333333,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
ORD200344,2025-03-06,C95623,Tablet,3,623.34,248 Main St,TRK67558189,3,SAVE10,1870.02,2025,3,Thursday,623.34,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
ORD200345,2023-12-07,C24751,Tablet,5,501.26,259 Main St,TRK37285406,10,FREESHIP,2506.3,2023,12,Thursday,501.26000000000005,1,0.5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
ORD200346,2024-12-06,C31764,Tablet,1,655.09,876 Main St,TRK44680433,6,NoCoupon,655.09,2024,12,Friday,655.09,0,0.16666666666666666,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ORD200347,2024-02-03,C83556,Printer,4,264.79,380 Main St,TRK21109187,5,SAVE10,1059.16,2024,2,Saturday,264.79,1,0.8,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
ORD200348,2024-03-13,C24369,Laptop,3,359.73,885 Main St,TRK72633998,7,FREESHIP,1079.19,2024,3,Wednesday,359.73,1,0.42857142857142855,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
ORD200349,2023-11-30,C39648,Chair,1,465.33,824 Main St,TRK56016905,2,FREESHIP,465.33,2023,11,Thursday,465.33,1,0.5,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
ORD200350,2023-06-03,C13296,Chair,2,54.41,495 Main St,TRK60127216,6,NoCoupon,108.82,2023,6,Saturday,54.41,0,0.3333333333333333,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
ORD200351,2025-02-15,C94248,Laptop,1,64.66,494 Main St,TRK89406816,4,NoCoupon,64.66,2025,2,Saturday,64.66,0,0.25,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
ORD200352,2023-08-31,C26637,Chair,5,173.96,995 Main St,TRK59546992,8,WINTER15,869.8000000000001,2023,8,Thursday,173.96,1,0.625,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
ORD200353,2025-03-28,C16012,Tablet,1,630.82,171 Main St,TRK15195225,5,FREESHIP,630.82,2025,3,Friday,630.82,1,0.2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
ORD200354,2023-07-11,C31772,Phone,1,693.41,992 Main St,TRK11970357,4,NoCoupon,693.41,2023,7,Tuesday,693.41,0,0.25,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
ORD200355,2025-06-03,C18353,Tablet,3,433.33,677 Main St,TRK78766533,4,FREESHIP,1299.99,2025,6,Tuesday,433.33,1,0.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
ORD200356,2023-05-06,C26966,Printer,5,374.58,907 Main St,TRK83889574,10,FREESHIP,1872.9,2023,5,Saturday,374.58000000000004,1,0.5,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
ORD200357,2023-07-08,C74982,Laptop,5,408.56,398 Main St,TRK98700702,8,FREESHIP,2042.8,2023,7,Saturday,408.56,1,0.625,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
ORD200358,2024-04-07,C70633,Tablet,2,183.67,747 Main St,TRK82540521,3,SAVE10,367.34,2024,4,Sunday,183.67,1,0.6666666666666666,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
ORD200359,2023-06-09,C95643,Desk,4,606.57,303 Main St,TRK23286689,5,WINTER15,2426.28,2023,6,Friday,606.57,1,0.8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
ORD200360,2024-06-06,C53810,Phone,4,589.57,779 Main St,TRK34630612,8,NoCoupon,2358.28,2024,6,Thursday,589.57,0,0.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200361,2024-06-29,C53464,Printer,5,659.85,197 Main St,TRK32743531,9,SAVE10,3299.25,2024,6,Saturday,659.85,1,0.5555555555555556,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200362,2023-06-27,C53697,Monitor,4,206.84,312 Main St,TRK60476656,5,WINTER15,827.36,2023,6,Tuesday,206.84,1,0.8,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
ORD200363,2024-05-24,C31668,Laptop,5,113.87,871 Main St,TRK42584392,6,SAVE10,569.35,2024,5,Friday,113.87,1,0.8333333333333334,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
ORD200364,2023-11-24,C85282,Phone,5,628.74,740 Main St,TRK86767206,9,FREESHIP,3143.7,2023,11,Friday,628.74,1,0.5555555555555556,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
ORD200365,2025-02-14,C56796,Phone,1,678.38,607 Main St,TRK74263180,4,SAVE10,678.38,2025,2,Friday,678.38,1,0.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
ORD200366,2023-02-10,C95213,Printer,3,602.24,603 Main St,TRK40630538,8,NoCoupon,1806.72,2023,2,Friday,602.24,0,0.375,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
ORD200367,2024-04-25,C13108,Laptop,5,658.77,712 Main St,TRK82284400,10,FREESHIP,3293.85,2024,4,Thursday,658.77,1,0.5,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD200368,2023-05-01,C85322,Monitor,3,271.02,403 Main St,TRK89728869,6,NoCoupon,813.06,2023,5,Monday,271.02,0,0.5,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
ORD200369,2024-12-22,C43545,Monitor,5,375.25,216 Main St,TRK73937402,9,SAVE10,1876.25,2024,12,Sunday,375.25,1,0.5555555555555556,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
ORD200370,2025-05-03,C80649,Phone,1,312.11,870 Main St,TRK41143313,4,WINTER15,312.11,2025,5,Saturday,312.11,1,0.25,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
ORD200371,2023-01-05,C59752,Phone,5,307.76,179 Main St,TRK82229639,9,FREESHIP,1538.8,2023,1,Thursday,307.76,1,0.5555555555555556,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
ORD200372,2025-02-14,C53645,Chair,3,483.53,166 Main St,TRK12123939,4,NoCoupon,1450.59,2025,2,Friday,483.53,0,0.75,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
ORD200373,2023-01-02,C60178,Laptop,3,341.15,969 Main St,TRK84505143,4,FREESHIP,1023.45,2023,1,Monday,341.15000000000003,1,0.75,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200374,2024-09-16,C20286,Monitor,1,571.9,129 Main St,TRK67648338,1,WINTER15,571.9,2024,9,Monday,571.9,1,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD200375,2025-01-16,C87547,Monitor,4,95.03,400 Main St,TRK71027262,8,FREESHIP,380.12,2025,1,Thursday,95.03,1,0.5,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200376,2023-08-24,C64549,Monitor,5,201.22,341 Main St,TRK20788231,6,FREESHIP,1006.1,2023,8,Thursday,201.22,1,0.8333333333333334,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
ORD200377,2024-07-22,C24884,Monitor,1,260.26,625 Main St,TRK44538419,5,WINTER15,260.26,2024,7,Monday,260.26,1,0.2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
ORD200378,2024-02-01,C62666,Chair,5,64.5,148 Main St,TRK91029390,8,WINTER15,322.5,2024,2,Thursday,64.5,1,0.625,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200379,2024-09-21,C47284,Phone,3,297.67,500 Main St,TRK85756094,6,NoCoupon,893.01,2024,9,Saturday,297.67,0,0.5,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
ORD200380,2024-04-20,C35355,Printer,4,331.9,127 Main St,TRK52935059,5,SAVE10,1327.6,2024,4,Saturday,331.9,1,0.8,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200381,2023-06-07,C29467,Chair,1,191.76,223 Main St,TRK98103385,1,FREESHIP,191.76,2023,6,Wednesday,191.76,1,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200382,2025-01-30,C26718,Printer,4,263.09,272 Main St,TRK91702525,8,SAVE10,1052.36,2025,1,Thursday,263.09,1,0.5,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
ORD200383,2023-01-20,C18944,Chair,4,393.8,837 Main St,TRK45275439,7,SAVE10,1575.2,2023,1,Friday,393.8,1,0.5714285714285714,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
ORD200384,2024-11-24,C35628,Chair,3,553.57,147 Main St,TRK45688220,4,FREESHIP,1660.71,2024,11,Sunday,553.57,1,0.75,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
ORD200385,2023-10-31,C56851,Chair,5,191.63,752 Main St,TRK65290904,6,FREESHIP,958.15,2023,10,Tuesday,191.63,1,0.8333333333333334,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
ORD200386,2023-04-28,C12421,Tablet,1,93.02,373 Main St,TRK32588504,4,NoCoupon,93.02,2023,4,Friday,93.02,0,0.25,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
ORD200387,2024-06-27,C25316,Printer,2,39.53,904 Main St,TRK55423551,3,WINTER15,79.06,2024,6,Thursday,39.53,1,0.6666666666666666,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
ORD200388,2023-12-28,C22657,Printer,3,633.97,152 Main St,TRK49157047,7,WINTER15,1901.91,2023,12,Thursday,633.97,1,0.42857142857142855,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
ORD200389,2023-12-17,C29703,Desk,4,697.5,558 Main St,TRK40543461,7,FREESHIP,2790.0,2023,12,Sunday,697.5,1,0.5714285714285714,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ORD200390,2023-07-14,C55996,Printer,5,508.69,885 Main St,TRK30547638,10,FREESHIP,2543.45,2023,7,Friday,508.68999999999994,1,0.5,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ORD200391,2025-01-16,C60037,Laptop,2,527.46,516 Main St,TRK82009557,3,FREESHIP,1054.92,2025,1,Thursday,527.46,1,0.6666666666666666,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
ORD200392,2024-02-28,C95100,Phone,1,627.2,197 Main St,TRK47366265,1,WINTER15,627.2,2024,2,Wednesday,627.2,1,1.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
ORD200393,2024-07-14,C39906,Printer,1,75.01,921 Main St,TRK24632134,3,NoCoupon,75.01,2024,7,Sunday,75.01,0,0.3333333333333333,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
ORD200394,2023-07-05,C70148,Desk,5,529.55,359 Main St,TRK34848650,10,NoCoupon,2647.75,2023,7,Wednesday,529.55,0,0.5,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
ORD200395,2025-04-25,C30010,Phone,3,127.41,830 Main St,TRK35386084,7,SAVE10,382.23,2025,4,Friday,127.41000000000001,1,0.42857142857142855,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
ORD200396,2023-12-01,C99217,Tablet,5,287.13,778 Main St,TRK82004594,10,SAVE10,1435.65,2023,12,Friday,287.13,1,0.5,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
ORD200397,2023-09-28,C30184,Monitor,1,427.06,987 Main St,TRK86674704,1,WINTER15,427.06,2023,9,Thursday,427.06,1,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
ORD200398,2024-09-04,C50275,Phone,5,53.93,729 Main St,TRK98925264,7,SAVE10,269.65,2024,9,Wednesday,53.92999999999999,1,0.7142857142857143,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
ORD200399,2024-01-07,C64641,Tablet,5,423.93,319 Main St,TRK32012588,5,FREESHIP,2119.65,2024,1,Sunday,423.93,1,1.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
ORD200400,2024-09-28,C56266,Desk,4,160.22,304 Main St,TRK60088901,9,WINTER15,640.88,2024,9,Saturday,160.22,1,0.4444444444444444,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
ORD200401,2025-04-09,C98635,Printer,1,538.68,197 Main St,TRK14225465,6,NoCoupon,538.68,2025,4,Wednesday,538.68,0,0.16666666666666666,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
ORD200402,2023-04-09,C83026,Printer,5,337.38,858 Main St,TRK79746259,5,NoCoupon,1686.9,2023,4,Sunday,337.38,0,1.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
ORD200403,2024-11-10,C28893,Tablet,1,620.21,740 Main St,TRK98333066,1,FREESHIP,620.21,2024,11,Sunday,620.21,1,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
ORD200404,2023-03-09,C45482,Monitor,2,99.1,440 Main St,TRK54571699,6,NoCoupon,198.2,2023,3,Thursday,99.1,0,0.3333333333333333,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
